OUI,Manufacturer,Country
10C22F,"China Entropy Co., Ltd.",CN
BC3865,JWCNETWORKS,KR
0409A5,"HFR, Inc.",KR
94917F,ASKEY COMPUTER CORP,TW
9C0CDF,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
7CD30A,INVENTEC CORPORATION,TW
001E33,INVENTEC CORPORATION,TW
FC1D84,Autobase,KR
00A5BF,"Cisco Systems, Inc",US
C8BAE9,QDIS,KR
C44F33,Espressif Inc.,CN
546AD8,Elster Water Metering,FR
002654,3COM,US
0050DA,3COM,US
000476,3COM,US
000475,3COM,US
00D096,3COM EUROPE LTD,GB
3009F9,IEEE Registration Authority,US
B4DDD0,Continental Automotive Hungary Kft,HU
48F027,"Chengdu newifi Co.,Ltd",CN
B42E99,"GIGA-BYTE TECHNOLOGY CO.,LTD.",TW
342CC4,"Compal Broadband Networks, Inc.",TW
DC16B2,"HUAWEI TECHNOLOGIES CO.,LTD",CN
24FB65,"HUAWEI TECHNOLOGIES CO.,LTD",CN
0CB527,"HUAWEI TECHNOLOGIES CO.,LTD",CN
7C03AB,Xiaomi Communications Co Ltd,CN
C8544B,Zyxel Communications Corporation,TW
14C697,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
242124,Nokia,CA
18AC9E,ITEL MOBILE LIMITED,HK
EC84B4,CIG SHANGHAI CO LTD,CN
4422F1,"S.FAC, INC",KR
78524A,Optonic GmbH,DE
C46E7B,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",CN
C048FB,Shenzhen JingHanDa Electronics Co.Ltd,CN
20E882,zte corporation,CN
4C1159,Vision Information & Communications,KR
00B5D0,"Samsung Electronics Co.,Ltd",KR
1496E5,"Samsung Electronics Co.,Ltd",KR
D07FA0,"Samsung Electronics Co.,Ltd",KR
009093,EIZO Corporation,JP
F09FFC,SHARP Corporation,JP
0CB5DE,Alcatel Lucent,IT
50DCFC,ECOCOM,CN
000B3B,devolo AG,DE
240588,"Google, Inc.",US
00049F,Freescale Semiconductor,US
00D07B,COMCAM INTERNATIONAL INC,US
14E9B2,"Fiberhome Telecommunication Technologies Co.,LTD",CN
700B01,Sagemcom Broadband SAS,FR
5C2623,WaveLynx Technologies Corporation,US
303855,Nokia Corporation,FI
00B670,"Cisco Systems, Inc",US
AC6417,Siemens AG,DE
EC6F0B,"FADU, Inc.",KR
3466EA,VERTU INTERNATIONAL CORPORATION LIMITED,GB
28385C,FLEXTRONICS,MX
00BB60,Intel Corporate,MY
7C6DA6,Superwave Group LLC,RU
B870F4,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
1C3947,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
342792,FREEBOX SAS,FR
883F99,Siemens AG,DE
705AB6,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
201A06,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
F8A963,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
DC0EA1,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
0006EC,Harris Corporation,US
0C1C57,Texas Instruments,US
806FB0,Texas Instruments,US
347916,"HUAWEI TECHNOLOGIES CO.,LTD",CN
D016B4,"HUAWEI TECHNOLOGIES CO.,LTD",CN
F0F08F,Nextek Solutions Pte Ltd,SG
8CB0E9,"Samsung Electronics.,LTD",KR
A46191,NamJunSa,KR
40A108,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",CN
745933,Danal Entertainment,KR
EC58EA,Ruckus Wireless,US
84A24D,Birds Eye Systems Private Limited,IN
7C6B9C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
009D6B,"Murata Manufacturing Co., Ltd.",JP
D45251,IBT Ingenieurbureau Broennimann Thun,CH
0018B5,Magna Carta,NL
D87EB1,"x.o.ware, inc.",US
20A8B9,SIEMENS AG,DE
D0EFC1,"HUAWEI TECHNOLOGIES CO.,LTD",CN
485702,"HUAWEI TECHNOLOGIES CO.,LTD",CN
0017B6,Aquantia Corporation,US
105917,Tonal,US
388B59,"Google, Inc.",US
880118,BLT Co,KR
A42618,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
34E12D,Intel Corporate,MY
DCAF68,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",CN
882D53,"Baidu Online Network Technology (Beijing) Co., Ltd.",CN
644F42,"JETTER CO., Ltd.",JP
2C97B1,"HUAWEI TECHNOLOGIES CO.,LTD",CN
24EC51,ADF Technologies Sdn Bhd,MY
7089CC,"China Mobile Group Device Co.,Ltd.",CN
2C5BE1,"Centripetal Networks, Inc",US
DCEFCA,"Murata Manufacturing Co., Ltd.",JP
00BC60,"Cisco Systems, Inc",US
00D0B5,IPricot formerly DotCom,FR
CC7B61,"NIKKISO CO., LTD.",JP
9C713A,"HUAWEI TECHNOLOGIES CO.,LTD",CN
B8B7F1,Wistron Neweb Corporation,TW
8050F6,ITEL MOBILE LIMITED,HK
A8CAB9,"SAMSUNG ELECTRO MECHANICS CO., LTD.",KR
5061BF,"Cisco Systems, Inc",US
0009DF,Vestel Elektronik San ve Tic. A.S.,TR
000FA2,2xWireless,US
746BAB,"GUANGDONG ENOK COMMUNICATION CO., LTD",CN
0CB6D2,D-Link International,SG
7829ED,ASKEY COMPUTER CORP,TW
000BB2,SMALLBIG TECHNOLOGY,KR
F4032F,Reduxio Systems,IL
944A0C,Sercomm Corporation.,TW
700F6A,"Cisco Systems, Inc",US
108EE0,"Samsung Electronics Co.,Ltd",KR
FCA621,"Samsung Electronics Co.,Ltd",KR
8CF228,"MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",CN
80029C,"Gemtek Technology Co., Ltd.",TW
E8D099,"Fiberhome Telecommunication Technologies Co.,LTD",CN
00305E,Abelko Innovation,SE
FC6BF0,TOPWELL INTERNATIONAL HOLDINDS LIMITED,CN
001477,Trilliant,CA
00079B,Aurora Networks,US
54B203,PEGATRON CORPORATION,TW
3868DD,INVENTEC CORPORATION,TW
3C6AA7,Intel Corporate,MY
A028ED,HMD Global Oy,FI
D0C5D3,AzureWave Technology Inc.,TW
14169E,Wingtech Group (HongKong）Limited,HK
107BA4,"Olive & Dove Co.,Ltd.",KR
203956,HMD Global Oy,FI
78AFE4,Comau S.p.A,IT
90A137,"Beijing Splendidtel Communication Technology Co,. Ltd",CN
BC325F,"Zhejiang Dahua Technology Co., Ltd.",CN
AC5474,China Mobile IOT Company Limited,CN
8C1CDA,IEEE Registration Authority,US
7C41A2,Nokia,CA
F8C39E,"HUAWEI TECHNOLOGIES CO.,LTD",CN
505BC2,Liteon Technology Corporation,TW
6C21A2,"AMPAK Technology, Inc.",TW
9C2F73,"Universal Tiancheng Technology (Beijing) Co., Ltd.",CN
D832E3,Xiaomi Communications Co Ltd,CN
9487E0,Xiaomi Communications Co Ltd,CN
38AF29,"Zhejiang Dahua Technology Co., Ltd.",CN
300AC5,"Ruio telecommunication technologies Co., Limited",CN
00E065,OPTICAL ACCESS INTERNATIONAL,US
C88629,"Shenzhen Duubee Intelligent Technologies Co.,LTD.",CN
CCC2E0,"Raisecom Technology CO., LTD",CN
883F4A,Texas Instruments,US
D88A3B,UNIT-EM,MT
EC5A86,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd",CN
C4BAA3,"Beijing Winicssec Technologies Co., Ltd.",CN
9CFEA1,"Fiberhome Telecommunication Technologies Co.,LTD",CN
4466FC,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
50A009,Xiaomi Communications Co Ltd,CN
001DFA,"Fujian LANDI Commercial Equipment Co.,Ltd",CN
9814D2,Avonic,NL
08F69C,"Apple, Inc.",US
04FA83,"Qingdao Haier Technology Co.,Ltd",CN
78F9B4,Nokia Solutions and Networks GmbH & Co. KG,DE
2016B9,Intel Corporate,MY
00165C,Trackflow Ltd.,GB
50A67F,"Apple, Inc.",US
60DEF3,"HUAWEI TECHNOLOGIES CO.,LTD",CN
1409DC,"HUAWEI TECHNOLOGIES CO.,LTD",CN
38BAF8,Intel Corporate,MY
0007A8,Haier Group Technologies Ltd,CN
14205E,"Apple, Inc.",US
B841A4,"Apple, Inc.",US
9CE65E,"Apple, Inc.",US
C49880,"Apple, Inc.",US
E0338E,"Apple, Inc.",US
88964E,"ARRIS Group, Inc.",US
C0EEB5,Enice Network.,CN
D461DA,"Apple, Inc.",US
F01898,"Apple, Inc.",US
881908,"Apple, Inc.",US
5C0947,"Apple, Inc.",US
641CAE,"Samsung Electronics Co.,Ltd",KR
F8E44E,MCOT INC.,JP
40CD7A,"Qingdao Hisense Communications Co.,Ltd.",CN
004098,DRESSLER GMBH & CO.,
949990,VTC Telecommunications,VN
F4BC97,"Shenzhen Crave Communication Co., LTD",CN
28FEDE,"COMESTA, Inc.",KR
907910,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
003DE8,LG Electronics (Mobile Communications),KR
68FEDA,"Fiberhome Telecommunication Technologies Co.,LTD",CN
D076E7,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
9CA615,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
E44E76,CHAMPIONTECH  ENTERPRISE (SHENZHEN) INC,CN
DC4EF4,"Shenzhen MTN Electronics CO., Ltd",CN
F08173,Amazon Technologies Inc.,US
00508B,Hewlett Packard,US
146B9C,SHENZHEN BILIAN ELECTRONIC CO.，LTD,CN
948DEF,Oetiker Schweiz AG,CH
144E34,Remote Solution,KR
3403DE,Texas Instruments,US
34D712,"Smartisan Digital Co., Ltd",CN
A06610,FUJITSU LIMITED,JP
44FFBA,zte corporation,CN
2CD974,"Hui Zhou Gaoshengda Technology Co.,LTD",CN
D4F786,"Fiberhome Telecommunication Technologies Co.,LTD",CN
94B86D,Intel Corporate,MY
240A63,"ARRIS Group, Inc.",US
8817A3,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
88A9A7,IEEE Registration Authority,US
F88B37,"ARRIS Group, Inc.",US
6084BD,BUFFALO.INC,JP
347ECA,NEXTWILL,KR
EC8914,"HUAWEI TECHNOLOGIES CO.,LTD",CN
B89436,"HUAWEI TECHNOLOGIES CO.,LTD",CN
E0E62E,TCT mobile ltd,CN
B42EF8,Eline Technology co.Ltd,CN
A4D4B2,"Shenzhen MeiG Smart Technology Co.,Ltd",CN
8CF773,Nokia,CA
F4C248,"Samsung Electronics Co.,Ltd",KR
F47190,"Samsung Electronics Co.,Ltd",KR
2802D8,"Samsung Electronics Co.,Ltd",KR
DCE533,IEEE Registration Authority,US
D8445C,DEV Tecnologia Ind Com Man Eq LTDA,BR
7C3953,zte corporation,CN
38E1AA,zte corporation,CN
48C796,"Samsung Electronics Co.,Ltd",KR
501479,iRobot Corporation,US
E42D7B,China Mobile IOT Company Limited,CN
387862,Sony Corporation,JP
4CEFC0,Amazon Technologies Inc.,US
C464E3,Texas Instruments,US
CC3B58,Curiouser Products Inc,US
DCDD24,Energica Motor Company SpA,IT
641CB0,"Samsung Electronics Co.,Ltd",KR
903A72,Ruckus Wireless,US
C4FFBC,IEEE Registration Authority,US
283B82,D-Link International,SG
509551,"ARRIS Group, Inc.",US
804126,"HUAWEI TECHNOLOGIES CO.,LTD",CN
ACF970,"HUAWEI TECHNOLOGIES CO.,LTD",CN
58D759,"HUAWEI TECHNOLOGIES CO.,LTD",CN
8C5973,Zyxel Communications Corporation,TW
24181D,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
F89066,Nain Inc.,JP
7006AC,"Eastcompeace Technology Co., Ltd",CN
6C54CD,LAMPEX ELECTRONICS LIMITED,IN
94290C,"Shenyang wisdom Foundation Technology Development Co., Ltd.",CN
000889,Dish Technologies Corp,US
04C9D9,Dish Technologies Corp,US
7055F8,Cerebras Systems Inc,US
580454,ICOMM HK LIMITED,HK
C477AF,Advanced Digital Broadcast SA,CH
D4909C,"Apple, Inc.",US
E4E0A6,"Apple, Inc.",US
5C0038,Viasat Group S.p.A.,IT
9C32CE,CANON INC.,JP
802BF9,"Hon Hai Precision Ind. Co.,Ltd.",CN
54B802,"Samsung Electronics Co.,Ltd",KR
F0B5B7,Disruptive Technologies Research AS,NO
B4DEDF,zte corporation,CN
805E0C,"YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD.",CN
6C49C1,"o2ones Co., Ltd.",KR
34415D,Intel Corporate,MY
005091,"NETACCESS, INC.",US
70EEA3,"Eoptolink Technology Inc. Ltd,",CN
7047E9,"vivo Mobile Communication Co., Ltd.",CN
5C521E,"Nintendo Co.,Ltd",JP
3C2C99,Edgecore Networks Corporation,TW
10CEA9,Texas Instruments,US
88D039,Tonly Technology Co. Ltd,CN
20E09C,Nokia,CA
2CFDA1,ASUSTek COMPUTER INC.,TW
3807D4,Zeppelin Systems GmbH,DE
04197F,Grasphere Japan,JP
14444A,Apollo Seiko Ltd.,JP
5C81A7,Network Devices Pty Ltd,AU
5C0C0E,Guizhou Huaxintong Semiconductor Technology Co Ltd,CN
5C86C1,"DONGGUAN SOLUM ELECTRONICS CO.,LTD",CN
38437D,"Compal Broadband Networks, Inc.",TW
506F98,Sehaj Synergy Technologies Private Limited,IN
4CAE1C,SaiNXT Technologies LLP,IN
142882,MIDICOM ELECTRONICS CO.LTD,KR
30E48E,Vodafone UK,GB
683E02,"SIEMENS AG, Digital Factory, Motion Control System",GB
000261,Tilgin AB,SE
0014C3,Seagate Technology,US
0004CF,Seagate Technology,US
002037,Seagate Technology,US
EC8193,"Logitech, Inc",US
6CDD30,"Cisco Systems, Inc",US
6C4E86,Third Millennium Systems Ltd.,GB
FC9DD8,Beijing TongTongYiLian Science and Technology Ltd.,CN
503CEA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
DC2834,HAKKO Corporation,JP
001730,Automation Electronics,US
00E091,LG Electronics,KR
DCE1AD,"Shenzhen Wintop Photoelectric Technology Co., Ltd",CN
948854,Texas Instruments,US
001D0D,Sony Interactive Entertainment Inc.,JP
ECB0E1,Ciena Corporation,US
449160,"Murata Manufacturing Co., Ltd.",JP
B4F1DA,LG Electronics (Mobile Communications),KR
C863F1,Sony Interactive Entertainment Inc.,JP
5C7776,TCT mobile ltd,CN
70E56E,Texas Instruments,US
547DCD,Texas Instruments,US
0019C2,"Equustek Solutions, Inc.",CA
80000B,Intel Corporate,MY
00AECD,Pensando Systems,US
84509A,"Easy Soft TV Co., Ltd",KR
6C05D5,Ethertronics Inc,US
F8B7E2,"Cisco Systems, Inc",US
F82055,Green Information System,KR
ACA667,"Electronic Systems Protection, Inc.",US
000097,Dell EMC,US
8CCF09,Dell EMC,US
8C839D,"SHENZHEN XINYUPENG ELECTRONIC TECHNOLOGY CO., LTD",CN
B0FC36,CyberTAN Technology Inc.,TW
001DF4,Magellan Technology Pty Limited,AU
0081F9,Texas Instruments,US
ECB5FA,Philips Lighting BV,NL
44CD0E,"FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.",CN
E8825B,"ARRIS Group, Inc.",US
74E19A,"Fiberhome Telecommunication Technologies Co.,LTD",CN
001CAE,"WiChorus, Inc.",US
80B03D,"Apple, Inc.",US
E49ADC,"Apple, Inc.",US
ACE4B5,"Apple, Inc.",US
D0D2B0,"Apple, Inc.",US
B0C19E,zte corporation,CN
0C3747,zte corporation,CN
78DDD9,"Guangzhou Shiyuan Electronics Co., Ltd.",CN
E8DF70,AVM Audiovisuelles Marketing und Computersysteme GmbH,DE
D05995,"Fiberhome Telecommunication Technologies Co.,LTD",CN
18CC88,Hitachi Johnson Controls Air,JP
7CDD76,"Suzhou Hanming Technologies Co., Ltd.",CN
246880,"Braveridge.co.,ltd.",JP
A8D3C8,Topcon Electronics GmbH & Co. KG,DE
F06D78,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
707D95,Shenzhen City LinwlanTechnology Co. Ltd.,CN
28AD3E,"Shenzhen TONG BO WEI Technology CO.,LTD",CN
70991C,"Shenzhen Honesty Electronics Co.,Ltd",CN
001C56,"Pado Systems, Inc.",KR
80C755,Panasonic Appliances Company,JP
1878D4,Verizon,US
F0BD2E,H+S Polatis Ltd,GB
746EE4,"Asia Vital Components Co.,Ltd.",TW
2C431A,"Shenzhen YOUHUA Technology Co., Ltd",CN
70708B,"Cisco Systems, Inc",US
389F5A,C-Kur TV Inc.,KR
D843ED,Suzuken,JP
38A6CE,SKY UK LIMITED,GB
0040E4,"E-M TECHNOLOGY, INC.",US
984B4A,"ARRIS Group, Inc.",US
E084F3,High Grade Controls Corporation,CA
0C62A6,"Hui Zhou Gaoshengda Technology Co.,LTD",CN
18132D,zte corporation,CN
BC4101,Shenzhen TINNO Mobile Technology Corp.,CN
043A0D,SM Optics S.r.l.,IT
44EAD8,Texas Instruments,US
448F17,"Samsung Electronics Co., Ltd. ARTIK",KR
00FC8B,Amazon Technologies Inc.,US
0076B1,Somfy-Protect By Myfox SAS,FR
C0742B,"SHENZHEN XUNLONG SOFTWARE CO.,LIMITED",CN
74D21D,"HUAWEI TECHNOLOGIES CO.,LTD",CN
3890A5,"Cisco Systems, Inc",US
6CC147,"Xiamen Hanin Electronic Technology Co., Ltd",CN
A072E4,"NJ SYSTEM CO.,LTD",KR
4C1365,Emplus Technologies,TW
CCF957,u-blox AG,CH
5C6776,IDS Imaging Development Systems GmbH,DE
1CDDEA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
B8D94D,Sagemcom Broadband SAS,FR
189BA5,IEEE Registration Authority,US
A491B1,Technicolor Delivery Technologies Belgium NV,BE
1C7022,"Murata Manufacturing Co., Ltd.",JP
CC9891,"Cisco Systems, Inc",US
28BF89,"Fiberhome Telecommunication Technologies Co.,LTD",CN
8C4500,"Murata Manufacturing Co., Ltd.",JP
A43412,Thales Alenia Space,FR
681F40,Blu Wireless Technology Ltd,GB
90ADF7,"vivo Mobile Communication Co., Ltd.",CN
ECFA03,FCA,US
002294,KYOCERA CORPORATION,JP
3889DC,Opticon Sensors Europe B.V.,NL
903DBD,SECURE METERS LIMITED,IN
FC017C,"Hon Hai Precision Ind. Co.,Ltd.",CN
90324B,"Hon Hai Precision Ind. Co.,Ltd.",CN
940006,jinyoung,KR
6C96CF,"Apple, Inc.",US
78886D,"Apple, Inc.",US
74E5F9,Intel Corporate,MY
40CE24,"Cisco Systems, Inc",US
3432E6,Panasonic Industrial Devices Europe GmbH,DE
40017A,"Cisco Systems, Inc",US
38CD07,"Beijing FaceCam Technology Co., Ltd.",CN
20EE28,"Apple, Inc.",US
B4F61C,"Apple, Inc.",US
08F4AB,"Apple, Inc.",US
8C8590,"Apple, Inc.",US
BC88C3,"Ningbo Dooya Mechanic & Electronic Technology Co., Ltd",CN
00127D,MobileAria,US
00D060,Panasonic Europe Ltd.,
A08869,Intel Corporate,MY
58A0CB,"TrackNet, Inc",US
0C4B54,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
74819A,PT. Hartono Istana Teknologi,ID
A82BB5,Edgecore Networks Corporation,TW
283545,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",CN
602E20,"HUAWEI TECHNOLOGIES CO.,LTD",CN
E472E2,"HUAWEI TECHNOLOGIES CO.,LTD",CN
18B81F,"ARRIS Group, Inc.",US
94E36D,Texas Instruments,US
F0F8F2,Texas Instruments,US
341513,Texas Instruments,US
E06089,"Cloudleaf, Inc.",US
783690,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd",CN
508F4C,Xiaomi Communications Co Ltd,CN
A47758,"Ningbo Freewings Technologies Co.,Ltd",CN
60F677,Intel Corporate,MY
E8E1E2,Energotest,PL
7811DC,"XIAOMI Electronics,CO.,LTD",CN
D463C6,"Motorola Mobility LLC, a Lenovo Company",US
C444A0,"Cisco Systems, Inc",US
18742E,Amazon Technologies Inc.,US
F844E3,Taicang T&W Electronics,CN
24A534,SynTrust Tech International Ltd.,TW
001D2E,Ruckus Wireless,US
044F4C,"HUAWEI TECHNOLOGIES CO.,LTD",CN
1C151F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
008BFC,"mixi,Inc.",JP
90A365,HMD Global Oy,FI
DC44B6,"Samsung Electronics Co.,Ltd",KR
1007B6,"Samsung Electronics Co.,Ltd",KR
342D0D,"Samsung Electronics Co.,Ltd",KR
D837BE,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",CN
001392,Ruckus Wireless,US
D4684D,Ruckus Wireless,US
8C0C90,Ruckus Wireless,US
6CAAB3,Ruckus Wireless,US
C08ADE,Ruckus Wireless,US
085114,"QINGDAO TOPSCOMM COMMUNICATION CO., LTD",CN
70788B,"vivo Mobile Communication Co., Ltd.",CN
4859A4,zte corporation,CN
70F11C,"Shenzhen Ogemray Technology Co.,Ltd",CN
7065A3,"Kandao lightforge Co., Ltd.",CN
74D0DC,Ericsson AB,SE
54BD79,"Samsung Electronics Co.,Ltd",KR
AC9E17,ASUSTek COMPUTER INC.,TW
641666,Nest Labs Inc.,US
EC42B4,ADC Corporation,JP
60DA83,"Hangzhou H3C Technologies Co., Limited",CN
2C5731,Wingtech Group (HongKong）Limited,HK
CC4639,"WAAV, Inc.",US
A0423F,Tyan Computer Corp,US
D8DF7A,"Quest Software, Inc.",US
E4A749,Palo Alto Networks,US
A86B7C,"SHENZHEN FENGLIAN TECHNOLOGY CO., LTD.",CN
B03956,NETGEAR,US
B4E62A,LG Innotek,KR
A0C5F2,IEEE Registration Authority,US
8C147D,IEEE Registration Authority,US
A0AFBD,Intel Corporate,MY
A0341B,Adero Inc,US
A0239F,"Cisco Systems, Inc",US
70F35A,"Cisco Systems, Inc",US
FC4DD4,"Universal Global Scientific Industrial Co., Ltd.",TW
145BE1,nyantec GmbH,DE
30074D,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
00180A,Cisco Meraki,US
88D50C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
D428D5,TCT mobile ltd,CN
7C8BCA,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
B04E26,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
B089C2,Zyptonite,US
F023B9,IEEE Registration Authority,US
1C1FD4,LifeBEAM Technologies LTD,US
E83935,Hewlett Packard,US
A4F4C2,VNPT TECHNOLOGY,VN
009AD2,"Cisco Systems, Inc",US
947BE7,"Samsung Electronics Co.,Ltd",KR
5092B9,"Samsung Electronics Co.,Ltd",KR
DC74A8,"Samsung Electronics Co.,Ltd",KR
5C6A80,Zyxel Communications Corporation,TW
D860B3,Guangdong Global Electronic Technology CO.，LTD,CN
64351C,e-CON SYSTEMS INDIA PVT LTD,IN
605317,Sandstone Technologies,US
9CAF6F,ITEL MOBILE LIMITED,HK
FC539E,"Shanghai Wind Technologies Co.,Ltd",CN
A8D579,"Beijing Chushang Science and Technology Co.,Ltd",CN
84CD62,"ShenZhen IDWELL Technology CO.,Ltd",CN
907065,Texas Instruments,US
481063,"NTT Innovation Institute, Inc.",US
A08E78,Sagemcom Broadband SAS,FR
60BA18,nextLAP GmbH,DE
001FA4,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",CN
C4AE12,"Samsung Electronics Co.,Ltd",KR
18A958,"PROVISION THAI CO., LTD.",TH
94D299,"Techmation Co.,Ltd.",TW
488803,ManTechnology Inc.,KR
B436E3,KBVISION GROUP,US
6C4B90,LiteON,TW
C83A6B,"Roku, Inc",US
B4C6F8,Axilspot Communication,CN
9CE951,"Shenzhen Sang Fei Consumer Communications Ltd., Co.",CN
74C9A3,"Fiberhome Telecommunication Technologies Co.,LTD",CN
EC8A4C,zte corporation,CN
B8D50B,"Sunitec Enterprise Co.,Ltd",CN
BC66DE,"Shadow Creator Information Technology Co.,Ltd.",CN
2CABEB,"Cisco Systems, Inc",US
58D9D5,"Tenda Technology Co.,Ltd.Dongguan branch",CN
D45F25,"Shenzhen YOUHUA Technology Co., Ltd",CN
40C8CB,"AM Telecom co., Ltd.",KR
64D154,Routerboard.com,LV
28FF3E,zte corporation,CN
B8D7AF,"Murata Manufacturing Co., Ltd.",JP
D4AE05,"Samsung Electronics Co.,Ltd",KR
F0EE10,"Samsung Electronics Co.,Ltd",KR
E048AF,Premietech Limited,HK
2C3311,"Cisco Systems, Inc",US
5082D5,"Apple, Inc.",US
341A35,"Fiberhome Telecommunication Technologies Co.,LTD",CN
2C029F,3ALogics,KR
00050F,Tanaka S/S Ltd.,JP
989E63,"Apple, Inc.",US
886B6E,"Apple, Inc.",US
D4DCCD,"Apple, Inc.",US
484BAA,"Apple, Inc.",US
DCA904,"Apple, Inc.",US
6CAB31,"Apple, Inc.",US
4C74BF,"Apple, Inc.",US
04946B,TECNO MOBILE LIMITED,HK
A04C5B,Shenzhen TINNO Mobile Technology Corp.,CN
F85971,Intel Corporate,MY
F4E4AD,zte corporation,CN
BC024A,HMD Global Oy,FI
949901,"Shenzhen YITOA Digital Appliance CO.,LTD",CN
1005CA,"Cisco Systems, Inc",US
7894B4,Sercomm Corporation.,TW
C4700B,"GUANGZHOU CHIP TECHNOLOGIES CO.,LTD",CN
443708,MRV Comunications,IL
285F2F,"RNware Co.,Ltd.",KR
3CA067,Liteon Technology Corporation,TW
1C1EE3,"Hui Zhou Gaoshengda Technology Co.,LTD",CN
2C55D3,"HUAWEI TECHNOLOGIES CO.,LTD",CN
DCC64B,"HUAWEI TECHNOLOGIES CO.,LTD",CN
043389,"HUAWEI TECHNOLOGIES CO.,LTD",CN
B81DAA,LG Electronics (Mobile Communications),KR
00E400,Sichuan Changhong Electric Ltd.,CN
542F8A,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO,BR
6014B3,CyberTAN Technology Inc.,TW
105611,"ARRIS Group, Inc.",US
44032C,Intel Corporate,MY
500FF5,"Tenda Technology Co.,Ltd.Dongguan branch",CN
BC452E,Knowledge Development for POF S.L.,ES
706DEC,Wifi-soft LLC,US
B0C205,BIONIME,TW
94F551,Cadi Scientific Pte Ltd,SG
00A068,BHP LIMITED,US
703ACB,"Google, Inc.",US
105AF7,ADB Italia,IT
00C024,EDEN SISTEMAS DE COMPUTACAO SA,
7C4685,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",CN
1C398A,"Fiberhome Telecommunication Technologies Co.,LTD",CN
00179B,"CHANT SINCERE CO.,LTD",TW
0823B2,"vivo Mobile Communication Co., Ltd.",CN
88C3B3,SOVICO,KR
E05124,NXP Semiconductors,US
6C160E,ShotTracker,US
803A0A,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
A462DF,"DS Global. Co., LTD",KR
08CCA7,"Cisco Systems, Inc",US
0896AD,"Cisco Systems, Inc",US
347877,O-Net Communications (Shenzhen) Limited,CN
0020CC,"DIGITAL SERVICES, LTD.",GB
285261,"Cisco Systems, Inc",US
286F7F,"Cisco Systems, Inc",US
F0C850,"HUAWEI TECHNOLOGIES CO.,LTD",CN
001DA3,SabiOso,US
689FF0,zte corporation,CN
5CAF06,LG Electronics (Mobile Communications),KR
4C1694,"shenzhen sibituo Technology Co., Ltd",CN
00014F,Adtran Inc,US
7868F7,"YSTen Technology Co.,Ltd",CN
C81451,"HUAWEI TECHNOLOGIES CO.,LTD",CN
44D437,Inteno Broadband Technology AB,SE
ECE154,"Beijing Unisound Information Technology Co.,Ltd.",CN
E865D4,"Tenda Technology Co.,Ltd.Dongguan branch",CN
24D51C,"Zhongtian broadband technology co., LTD",CN
4CECEF,"Soraa, Inc.",US
1CEFCE,bebro electronic GmbH,DE
64DBA0,Select Comfort,US
EC43F6,Zyxel Communications Corporation,TW
60C658,"PHYTRONIX Co.,Ltd.",JP
FCB58A,Wapice Ltd.,FI
20780B,Delta Faucet Company,US
2CD02D,"Cisco Systems, Inc",US
