OUI,Manufacturer,Country
000968,"TECHNOVENTURE, INC.",US
000961,Switchgear and Instrumentation Ltd,GB
000960,YOZAN Inc.,JP
00099E,"Testech, Inc.",KR
0009C1,PROCES-DATA A/S,DK
000999,CP GEORGES RENAULT,FR
000994,Cronyx Engineering,RU
000988,"Nudian Electron Co., Ltd.",KR
00098E,ipcas GmbH,DE
000979,"Advanced Television Systems Committee, Inc.",US
000963,Dominion Lasercom Inc.,US
000966,TRIMBLE EUROPE BV,NL
0009BB,"MathStar, Inc.",US
0009B9,Action Imaging Solutions,GB
0009AC,LANVOICE,KR
00097C,"Cisco Systems, Inc",US
00097B,"Cisco Systems, Inc",US
00093C,Jacques Technologies P/L,AU
000935,Sandvine Incorporated,CA
000936,Ipetronik GmbH & Co. KG,DE
000937,Inventec Appliance Corp,TW
0008FD,"BlueKorea Co., Ltd.",KR
0008F8,UTC CCS,US
0008F3,WANY,FR
0008D9,"Mitadenshi Co.,LTD",JP
0008D5,"Vanguard Networks Solutions, LLC",US
0008CD,With-Net Inc,US
0008CC,"Remotec, Inc.",US
0008D1,KAREL INC.,TR
0008DE,3UP Systems,US
0008E0,ATO Technology Ltd.,HK
0008E4,Envenergy Inc,US
0008E3,"Cisco Systems, Inc",US
0008E5,IDK Corporation,JP
000913,SystemK Corporation,JP
00090E,Helix Technology Inc.,TW
000946,Cluster Labs GmbH,DE
00093F,"Double-Win Enterpirse CO., LTD",TW
00092A,"MYTECS Co.,Ltd.",JP
000925,VSN Systemen BV,NL
000900,TMT,IL
00082C,Homag AG,
000821,"Cisco Systems, Inc",US
000822,InPro Comm,
00081D,"Ipsil, Incorporated",US
000823,Texa Corp.,JP
000828,Koei Engineering Ltd.,JP
00082D,Indus Teqsite Private Limited,IN
000820,"Cisco Systems, Inc",US
000824,Nuance Document Imaging,CA
00086C,Plasmon LMS,US
000868,PurOptix,US
000869,"Command-e Technology Co.,Ltd.",CN
000862,"NEC Eluminant Technologies, Inc.",US
000861,"SoftEnergy Co., Ltd.",
000891,Lyan Inc.,TW
000892,EM Solutions,AU
00088C,Quanta Network Systems Inc.,TW
00088A,Minds@Work,US
000887,Maschinenfabrik Reinhausen GmbH,DE
000877,Liebert-Hiross Spa,IT
00087B,RTX Telecom A/S,
000876,SDSystem,KR
000870,"Rasvia Systems, Inc.",US
00086E,Hyglo AB,
000814,TIL Technologies,
0008BD,TEPG-US,US
0008AE,PacketFront Network Products AB,SE
00084F,Qualstar Corporation,US
000854,"Netronix, Inc.",
00085C,Shanghai Dare Technologies Co. Ltd.,CN
0008A7,iLogic Inc.,KR
000899,"Netbind, Inc.",US
0008A0,Stotz Feinmesstechnik GmbH,DE
0008C3,Contex A/S,DK
0008BC,Ilevo AB,SE
0007BD,Radionet Ltd.,
0007C4,JEAN Co. Ltd.,TW
0007C3,Thomson,FR
0007D2,Logopak Systeme GmbH & Co. KG,
0007C9,"Technol Seven Co., Ltd.",
0007C7,Synectics Systems Limited,GB
0007BF,"Armillaire Technologies, Inc.",US
0007BB,Candera Inc.,US
0007A5,Y.D.K Co. Ltd.,
00079C,"Golden Electronics Technology Co., Ltd.",
0007B6,Telecom Technology Ltd.,IE
0007B7,Samurai Ind. Prods Eletronicos Ltda,BR
0007B0,"Office Details, Inc.",US
000803,Cos Tron,KR
000805,Techno-Holon Corporation,JP
0007FD,LANergy Ltd.,
0007FE,Rigaku Corporation,JP
0007D9,Splicecom,GB
0007DA,"Neuro Telecom Co., Ltd.",KR
0007CD,"Kumoh Electronic Co, Ltd",KR
0007CF,Anoto AB,
000777,Motah Ltd.,JP
000780,Bluegiga Technologies OY,FI
00078E,Garz & Fricke GmbH,DE
0007E4,"SoftRadio Co., Ltd.",KR
000754,"Xyterra Computing, Inc.",US
000757,Topcall International AG,
00074C,Beicom Inc.,US
000753,"Beijing Qxcomm Technology Co., Ltd.",CN
00074D,Zebra Technologies Corp.,US
00072F,"Intransa, Inc.",US
000732,AAEON Technology Inc.,TW
000725,Bematech International Corp.,US
000723,ELCON Systemtechnik GmbH,
00071D,"Satelsa Sistemas Y Aplicaciones De Telecomunicaciones, S.A.",
000720,Trutzschler GmbH & Co. KG,
00076E,Sinetica Corporation Limited,GB
00076F,Synoptics Limited,
000773,Ascom Powerline Communications Ltd.,
00076C,"Daehanet, Inc.",KR
00075D,Celleritas Inc.,
000765,"Jade Quantum Technologies, Inc.",
000737,Soriya Co. Ltd.,KR
000734,"ONStor, Inc.",US
00073F,"Woojyun Systec Co., Ltd.",KR
000728,Neo Telecom,KR
00072C,Fabricom,
00072D,CNSystems,
000724,"Telemax Co., Ltd.",KR
00071B,CDVI Americas Ltd,CA
000715,"General Research of Electronics, Inc.",JP
0006FD,Comjet Information Systems Corp.,
0006F9,Mitsui Zosen Systems Research Inc.,JP
0006F1,Optillion,
0006E0,"MAT Co., Ltd.",KR
0006D7,"Cisco Systems, Inc",US
0006D5,Diamond Systems Corp.,US
00D0B9,"MICROTEK INTERNATIONAL, INC.",TW
00D05F,"VALCOM, INC.",US
000675,"Banderacom, Inc.",US
00067B,Toplink C&C Corporation,TW
000670,Upponetti Oy,
0005EA,Rednix,KR
0006C9,"Technical Marketing Research, Inc.",JP
0006C8,"Sumitomo Metal Micro Devices, Inc.",
0006C0,"United Internetworks, Inc.",US
000698,egnite GmbH,DE
00069C,Transmode Systems AB,SE
0006AF,Xalted Networks,US
0006A7,Primarion,US
0006A9,Universal Instruments Corp.,US
00069E,"UNIQA, Inc.",US
000668,Vicon Industries Inc.,US
00066D,Compuprint S.P.A.,
000658,Helmut Fischer GmbH Institut für Elektronik und Messtechnik,
000649,3M Deutschland GmbH,DE
000643,"SONO Computer Co., Ltd.",TW
00063E,Opthos Inc.,US
00066F,Korea Data Systems,KR
000686,"ZARDCOM Co., Ltd.",KR
000689,yLez Technologies Pte Ltd,
000681,Goepel Electronic GmbH,
0006B1,Sonicwall,US
0006AD,KB Electronics Ltd.,CA
00063B,Arcturus Networks Inc.,CA
000626,MWE GmbH,
000606,"RapidWAN, Inc.",US
000603,Baker Hughes Inc.,US
000607,Omni Directional Control Technology Inc.,TW
0005F7,"Analog Devices, Inc.",US
000613,Kawasaki Microelectronics Incorporated,JP
0005D3,"eProduction Solutions, Inc.",US
000604,"@Track Communications, Inc.",US
00059C,"Kleinknecht GmbH, Ing. Büro",
0005A2,CELOX Networks,US
0005AA,Moore Industries International Inc.,US
0005AE,Mediaport USA,US
0005B0,"Korea Computer Technology Co., Ltd.",
0005B2,"Medison Co., Ltd.",KR
000618,DigiPower Manufacturing Inc.,TW
000620,Serial System Ltd.,SG
000617,Redswitch Inc.,US
0005C8,VERYTECH,
0005CB,"ROIS Technologies, Inc.",KR
0005CD,D&M Holdings Inc.,JP
0005E7,Netrake an AudioCodes Company,US
0005F4,"System Base Co., Ltd.",
0005E1,"Trellis Photonics, Ltd.",
0005E2,Creativ Network Technologies,CA
00054D,"Brans Technologies, Inc.",
000547,Starent Networks,US
00054E,Philips,US
000546,KDDI Network & Solultions Inc.,JP
000540,FAST Corporation,JP
00053C,XIRCOM,US
000596,"Genotech Co., Ltd.",KR
000579,Universal Control Solution Corp.,US
00052E,Cinta Networks,US
00052F,Leviton Network Solutions,US
00053B,"Harbour Networks Ltd., Co. Beijing",CN
000528,"New Focus, Inc.",US
000575,CDS-Electronics BV,
00056B,"C.P. Technology Co., Ltd.",TW
000560,"LEADER COMM.CO., LTD",KR
00055E,"Cisco Systems, Inc",US
000544,"Valley Technologies, Inc.",US
000597,Eagle Traffic Control Systems,US
0005B5,Broadcom Technologies,KR
00058C,Opentech Inc.,KR
000556,360 Systems,US
000559,Intracom S.A.,GR
000551,F & S Elektronik Systeme GmbH,DE
000524,BTL System (HK) Limited,HK
000522,"LEA*D Corporation, Inc.",
000520,"Smartronix, Inc.",US
00057F,Acqis Technology,US
000573,"Cisco Systems, Inc",US
0004BE,"OptXCon, Inc.",US
0004C1,"Cisco Systems, Inc",US
0004C4,Audiotonix Group Limited,GB
0004B7,AMB i.t. Holding,NL
0004B9,"S.I. Soubou, Inc.",JP
0004BB,Bardac Corporation,US
0004BC,"Giantec, Inc.",TW
0004AF,"Digital Fountain, Inc.",US
0004D6,"Takagi Industrial Co., Ltd.",JP
0004D1,"Drew Technologies, Inc.",US
0004D0,Softlink s.r.o.,CZ
008087,"OKI ELECTRIC INDUSTRY CO., LTD",
0004D9,"Titan Electronics, Inc.",TW
0004D8,"IPWireless, Inc.",GB
0004B2,ESSEGI SRL,
0004B4,CIAC,
0004A9,"SandStream Technologies, Inc.",US
0004EB,"Paxonet Communications, Inc.",US
0004EF,Polestar Corp.,KR
000514,"KDT Systems Co., Ltd.",
00050B,"SICOM Systems, Inc.",US
000505,"Systems Integration Solutions, Inc.",US
0004FE,Pelago Networks,US
000518,Jupiters Technology,
000461,"EPOX Computer Co., Ltd.",TW
000462,"DAKOS Data & Communication Co., Ltd.",TW
00045F,"Avalue Technology, Inc.",TW
000456,Cambium Networks Limited,GB
000446,"CYZENTECH Co., Ltd.",KR
00044A,"iPolicy Networks, Inc.",US
000440,"cyberPIXIE, Inc.",US
00043C,"SONOS Co., Ltd.",KR
00049C,"Surgient Networks, Inc.",US
00049D,Ipanema Technologies,
000460,"Knilink Technology, Inc.",TW
00048F,TD Systems Corporation,US
000419,"Fibercycle Networks, Inc.",US
00041C,"ipDialog, Inc.",US
000418,Teltronic S.A.U.,
000370,"NXTV, Inc.",US
000468,"Vivity, Inc.",US
00046F,Digitel S/A Industria Eletronica,BR
000469,"Innocom, Inc.",KR
000402,"Nexsan Technologies, Ltd.",GB
0003F7,Plast-Control GmbH,
0003FC,Intertex Data AB,
000495,Tejas Networks India Limited,IN
000487,"Cogency Semiconductor, Inc.",
00042C,"Minet, Inc.",KR
00042A,"Wireless Networks, Inc.",US
000458,"Fusion X Co., Ltd.",KR
00044F,Schubert System Elektronik Gmbh,
0003E1,"Winmate Communication, Inc.",TW
0003E4,"Cisco Systems, Inc",US
0003DC,"Lexar Media, Inc.",US
0003D8,"iMPath Networks, Inc.",CA
0003D5,"Advanced Communications Co., Ltd.",JP
0003D6,"RADVision, Ltd.",
0003C8,CML Emergency Services,
0003C3,Micronik Multimedia,
0003C0,"RFTNC Co., Ltd.",KR
0003BD,"OmniCluster Technologies, Inc.",US
0003B8,"NetKit Solutions, LLC",US
0003B7,ZACCESS Systems,US
0003B0,Xsense Technology Corp.,TW
0003AA,Watlow,US
0003A8,"IDOT Computers, Inc.",TW
0003EF,Oneline AG,
0003F1,"Cicada Semiconductor, Inc.",US
0003ED,"Shinkawa Electric Co., Ltd.",
0003A0,"Cisco Systems, Inc",US
0003A2,Catapult Communications,US
00039C,"OptiMight Communications, Inc.",US
0003D4,"Alloptic, Inc.",US
0003CE,"ETEN Technologies, Inc.",TW
000385,"Actelis Networks, Inc.",
000369,"Nippon Antenna Co., Ltd.",JP
000373,Aselsan A.S,
000377,Gigabit Wireless,US
000355,TeraBeam Internet Systems,US
000354,Fiber Logic Communications,TW
000350,BTICINO SPA,
00034E,"Pos Data Company, Ltd.",
000348,"Norscan Instruments, Ltd.",CA
000346,"Hitachi Kokusai Electric, Inc.",
000344,"Tietech.Co., Ltd.",
0002E6,"Gould Instrument Systems, Inc.",US
0002E4,"JC HYUN Systems, Inc.",KR
0002DE,"Astrodesign, Inc.",JP
0002E2,NDC Infared Engineering,US
0002DC,Fujitsu General Limited,JP
0002E1,Integrated Network Corporation,US
0002D7,EMPEG Ltd,GB
0002F8,"SEAKR Engineering, Inc.",US
0002F7,ARM,GB
00D024,Cognex Corporation,US
0002F1,"Pinetron Co., Ltd.",KR
0002ED,"DXO Telecom Co., Ltd.",
0002EC,Maschoff Design Engineering,US
0002D3,"NetBotz, Inc.",US
0002DA,"ExiO Communications, Inc.",US
0002D4,"PDA Peripherals, Inc.",US
0002D6,NICE Systems,
000343,Martin Professional A/S,
000335,Mirae Technology,KR
000336,Zetes Technologies,
000337,"Vaone, Inc.",KR
000365,"Kira Information & Communications, Ltd.",
00033B,"TAMI Tech Co., Ltd.",KR
00032D,"IBASE Technology, Inc.",TW
00032F,"Global Sun Technology, Inc.",
00B052,Atheros Communications,US
000314,Teleware Network Systems,KR
00025C,"SCI Systems (Kunshan) Co., Ltd.",CN
000087,"HITACHI, LTD.",JP
000258,Flying Packets Communications,US
000255,IBM Corp,US
000252,Carrier Corporation,US
00024E,Datacard Group,US
000242,Videoframe Systems,US
000244,SURECOM Technology Co.,TW
00023E,Selta Telematica S.p.a,
000241,Amer.com,US
00027D,"Cisco Systems, Inc",US
00027C,"Trilithic, Inc.",US
000275,"SMART Technologies, Inc.",CA
000269,"Nadatel Co., Ltd",KR
000264,AudioRamp.com,US
00025F,Nortel Networks,CA
000299,"Apex, Inc.",US
000298,Broadframe Corporation,US
000297,C-COR.net,US
000291,"Open Network Co., Ltd.",JP
0002C6,Data Track Technology PLC,GB
0002C1,"Innovative Electronic Designs, Inc.",US
0002C0,"Bencent Tzeng Industry Co., Ltd.",TW
00017A,"Chengdu Maipu Electric Industrial Co., Ltd.",CN
000238,"Serome Technology, Inc.",KR
000229,Adtec Corporation,
00028B,VDSL Systems OY,
00028C,Micrel-Synergy Semiconductor,US
00028D,"Movita Technologies, Inc.",TW
0002A6,"Effinet Systems Co., Ltd.",KR
0001E5,"Supernet, Inc.",KR
0001D4,"Leisure Time, Inc.",US
0001DD,Avail Networks,US
0001D5,"HAEDONG INFO & COMM CO., LTD",KR
0001D7,"F5 Networks, Inc.",US
0001DE,"Trango Systems, Inc.",US
0001DC,Activetelco,US
000207,VisionGlobal Network Corp.,US
000208,"Unify Networks, Inc.",US
000204,Bodmann Industries Elektronik GmbH,
0001F9,TeraGlobal Communications Corp.,US
0001FB,"DoTop Technology, Inc.",TW
0001BF,"Teleforce Co., Ltd.",
0001B4,"Wayport, Inc.",US
0001BA,"IC-Net, Inc.",KR
0001B0,"Fulltek Technology Co., Ltd.",TW
0001A9,BMW AG,DE
0001AA,"Airspan Communications, Ltd.",
00019E,"ESS Technology, Inc.",US
000211,Nature Worldwide Technology Corp.,TW
000212,SierraCom,US
000217,"Cisco Systems, Inc",US
00022D,Agere Systems,
000226,"XESystems, Inc.",US
000225,One Stop Systems,US
000220,CANON FINETECH INC.,JP
00020D,Micronpc.com,US
0001CF,"Alpha Data Parallel Systems, Ltd.",GB
0001D0,"VitalPoint, Inc.",US
0001C7,"Cisco Systems, Inc",US
00017D,ThermoQuest,US
000181,Nortel Networks,US
000194,Capital Equipment Corporation,US
000198,Darim Vision,KR
0001F8,TEXIO TECHNOLOGY CORPORATION,JP
0001E8,"Force10 Networks, Inc.",US
0001E9,Litton Marine Systems B.V.,GB
0001BE,"Gigalink Co., Ltd.",KR
0001B1,General Bandwidth,US
00010A,CIS TECHNOLOGY INC.,TW
000162,"Cygnet Technologies, Inc.",US
000167,HIOKI E.E. CORPORATION,JP
000168,VITANA CORPORATION,CA
00015F,DIGITAL DESIGN GmbH,DE
000164,"Cisco Systems, Inc",US
00B04A,"Cisco Systems, Inc",US
00B048,Marconi Communications Inc.,US
00B0CE,Viveris Technologies,FR
00B01C,Westport Technologies,CA
000119,RTUnet (Australia),AU
000122,"Trend Communications, Ltd.",GB
00011A,Hoffmann und Burmeister GbR,DE
000124,Acer Incorporated,TW
000142,"Cisco Systems, Inc",US
00012C,"Aravox Technologies, Inc.",US
000121,"WatchGuard Technologies, Inc.",US
000129,DFI Inc.,TW
000154,G3M Corporation,US
000152,CHROMATEK INC.,
000150,"GILAT COMMUNICATIONS, LTD.",
000151,Ensemble Communications,US
000115,EXTRATECH CORPORATION,US
000101,Private,
00010D,Teledyne DALSA Inc.,CA
000105,Beckhoff Automation GmbH,DE
00B017,InfoGear Technology Corp.,US
00012B,"TELENET Co., Ltd.",
00013F,"Neighbor World Co., Ltd.",KR
000185,"Hitachi Aloka Medical, Ltd.",JP
0001A2,"Logical Co., Ltd.",JP
00303A,MAATEL,FR
00302C,SYLANTRO SYSTEMS CORPORATION,US
0030DF,KB/TEL TELECOMUNICACIONES,MX
00304E,BUSTEC PRODUCTION LTD.,IE
003063,"SANTERA SYSTEMS, INC.",US
003030,HARMONIX CORPORATION,US
0030A3,"Cisco Systems, Inc",US
0030FD,INTEGRATED SYSTEMS DESIGN,US
0030B9,ECTEL,US
00307D,"GRE AMERICA, INC.",US
003021,"HSING TECH. ENTERPRISE CO.,LTD",TW
00B02D,"ViaGate Technologies, Inc.",US
0030EE,"DSG Technology, Inc.",TW
00309E,WORKBIT CORPORATION.,JP
0030DE,WAGO Kontakttechnik GmbH,DE
00303E,Radcom Ltd.,IL
0030D7,"Innovative Systems, L.L.C.",US
0030A4,Woodwind Communications System,US
00303B,PowerCom Technology,TW
0030BC,Optronic AG,CH
0030B8,RiverDelta Networks,US
003071,"Cisco Systems, Inc",US
003088,Ericsson,US
0030B5,Tadiran Microwave Networks,US
003020,"TSI, Inc..",US
0030EF,"NEON TECHNOLOGY, INC.",US
003095,"Procomp Informatics, Ltd.",TW
0030CA,Discovery Com,US
0030CE,Zaffire,US
003096,"Cisco Systems, Inc",US
003039,SOFTBOOK PRESS,US
00301B,"SHUTTLE, INC.",TW
00307B,"Cisco Systems, Inc",US
00D03B,VISION PRODUCTS PTY. LTD.,AU
00D0B3,DRS Technologies Canada Ltd,CA
00D000,"FERRAN SCIENTIFIC, INC.",US
00D0D0,ZHONGXING TELECOM LTD.,
00D053,CONNECTED SYSTEMS,US
00D097,"Cisco Systems, Inc",US
00D08E,"Grass Valley, A Belden Brand",CA
00D056,SOMAT CORPORATION,US
00D0E0,DOOIN ELECTRONICS CO.,KR
00D033,DALIAN DAXIAN NETWORK,
00D0D6,AETHRA TELECOMUNICAZIONI,
00D063,"Cisco Systems, Inc",US
00D0F8,FUJIAN STAR TERMINAL,CN
00D0ED,XIOX,US
003027,"KERBANGO, INC.",US
003033,"ORIENT TELECOM CO., LTD.",KR
0030DD,INDIGITA CORPORATION,US
003099,BOENIG UND KALLENBACH OHG,
0030F2,"Cisco Systems, Inc",US
003051,ORBIT AVIONIC & COMMUNICATION,
003008,"AVIO DIGITAL, INC.",US
00301D,"SKYSTREAM, INC.",US
0030BA,"AC&T SYSTEM CO., LTD.",KR
00D030,Safetran Systems Corp,US
00D047,XN TECHNOLOGIES,US
00D055,KATHREIN-WERKE KG,
00D0B0,BITSWITCH LTD.,GB
00302A,SOUTHERN INFORMATION,TW
0030E1,"Network Equipment Technologies, Inc.",US
003001,SMP,
00D021,REGENT ELECTRONICS CORP.,US
00D09F,NOVTEK TEST SYSTEMS,US
00D0FE,ASTRAL POINT,US
00D0D4,"V-BITS, INC.",US
00D0E7,VCON TELECOMMUNICATION LTD.,
00D084,"NEXCOMM SYSTEMS, INC.",KR
00D099,Elcard Wireless Systems Oy,
00D01B,"MIMAKI ENGINEERING CO., LTD.",
00D083,"INVERTEX, INC.",US
00D0BA,"Cisco Systems, Inc",US
00D0E4,"Cisco Systems, Inc",US
00D08B,ADVA Optical Networking Ltd.,GB
00D05A,"SYMBIONICS, LTD.",GB
00D079,"Cisco Systems, Inc",US
00D098,Photon Dynamics Canada Inc.,CA
00D0BE,EMUTEC INC.,US
00D0F4,CARINTHIAN TECH INSTITUTE,
00D07D,COSINE COMMUNICATIONS,US
00D0AF,"CUTLER-HAMMER, INC.",US
00D052,"ASCEND COMMUNICATIONS, INC.",US
00D0AD,TL INDUSTRIES,US
00D0A4,ALANTRO COMMUNICATIONS,US
00D00D,MICROMERITICS INSTRUMENT,US
00D04A,PRESENCE TECHNOLOGY GMBH,KG
00D074,"TAQUA SYSTEMS, INC.",US
00D0C7,"PATHWAY, INC.",US
00D07A,AMAQUEST COMPUTER CORP.,TW
00D0B8,Iomega Corporation,US
00509D,THE INDUSTREE B.V.,NL
00D054,SAS INSTITUTE INC.,US
00D009,HSING TECH. ENTERPRISE CO. LTD,TW
00D092,GLENAYRE WESTERN MULTIPLEX,US
005058,Sangoma Technologies,CA
0050FE,PCTVnet ASA,NO
0050AB,"NALTEC, Inc.",JP
005037,KOGA ELECTRONICS CO.,JP
005006,TAC AB,SE
005009,PHILIPS BROADBAND NETWORKS,US
005030,FUTURE PLUS SYSTEMS,US
0050D6,ATLAS COPCO TOOLS AB,
005082,FORESSON CORPORATION,TW
0050DF,"AirFiber, Inc.",US
0050AA,"KONICA MINOLTA HOLDINGS, INC.",JP
005038,"DAIN TELECOM CO., LTD.",KR
00509E,Les Technologies SoftAcoustik Inc.,
005071,"AIWA CO., LTD.",JP
00505F,BRAND INNOVATORS,NL
0050B4,"SATCHWELL CONTROL SYSTEMS, LTD",GB
0050D0,MINERVA SYSTEMS,US
0050D8,UNICORN COMPUTER CORP.,TW
0050A8,"OpenCon Systems, Inc.",US
00509C,BETA RESEARCH,DE
005023,"PG DESIGN ELECTRONICS, INC.",US
0050B1,GIDDINGS & LEWIS,US
0050B7,"BOSER TECHNOLOGY CO., LTD.",TW
005078,"MEGATON HOUSE, LTD.",JP
005002,OMNISEC AG,CH
00506A,"EDEVA, INC.",US
0050C5,"ADS Technologies, Inc",US
00508E,"OPTIMATION, INC.",US
005028,AVAL COMMUNICATIONS,US
00502F,"TollBridge Technologies, Inc.",US
005074,ADVANCED HI-TECH CORP.,US
00500A,"IRIS TECHNOLOGIES, INC.",US
005070,"CHAINTECH COMPUTER CO., LTD.",TW
00503F,ANCHOR GAMES,US
005032,"PICAZO COMMUNICATIONS, INC.",US
00504D,Tokyo Electron Device Limited,JP
00506D,VIDEOJET SYSTEMS,US
009008,HanA Systems Inc.,KR
009088,BAXALL SECURITY LTD.,GB
00906C,Sartorius Hamburg GmbH,DE
0090A4,ALTIGA NETWORKS,US
0090F9,Imagine Communications,US
009089,"SOFTCOM MICROSYSTEMS, INC.",US
0090EE,PERSONAL COMMUNICATIONS TECHNOLOGIES,US
009080,"NOT LIMITED, INC.",US
0090E8,"MOXA TECHNOLOGIES CORP., LTD.",TW
0090A1,Flying Pig Systems/High End Systems Inc.,US
009079,"ClearOne, Inc.",US
00909A,"ONE WORLD SYSTEMS, INC.",US
0090C2,"JK microsystems, Inc.",US
0090AC,"OPTIVISION, INC.",US
0050B2,BRODEL GmbH,DE
009076,FMT AIRCRAFT GATE SUPPORT SYSTEMS AB,
009017,"Zypcom, Inc",US
009049,ENTRIDIA CORPORATION,US
009043,Tattile SRL,JP
0090AD,"ASPECT ELECTRONICS, INC.",US
0090E6,ALi Corporation,TW
009070,"NEO NETWORKS, INC.",US
009030,HONEYWELL-DATING,IT
0090C8,WAVERIDER COMMUNICATIONS (CANADA) INC.,
00901B,DIGITAL CONTROLS,US
00904E,DELEM BV,NL
0090ED,"CENTRAL SYSTEM RESEARCH CO., LTD.",JP
009075,NEC DO BRASIL S.A.,BR
009001,"NISHIMU ELECTRONICS INDUSTRIES CO., LTD.",JP
00901E,Selesta Ingegneria S.p.A.,IT
0010EC,Embedded Planet,US
001059,DIABLO RESEARCH CO. LLC,US
001069,"HELIOSS COMMUNICATIONS, INC.",US
0010BF,InterAir Wireless,US
001036,INTER-TEL INTEGRATED SYSTEMS,US
001026,"ACCELERATED NETWORKS, INC.",US
0010AC,IMCI TECHNOLOGIES,US
0010FC,"BROADBAND NETWORKS, INC.",CA
001031,"OBJECTIVE COMMUNICATIONS, INC.",US
00106D,Axxcelera Broadband Wireless,US
0010D0,"WITCOM, LTD.",IL
001093,"CMS COMPUTERS, LTD.",IN
00108F,RAPTOR SYSTEMS,US
001063,STARGUIDE DIGITAL NETWORKS,US
001023,Network Equipment Technologies,US
00102B,"UMAX DATA SYSTEMS, INC.",TW
00108D,"Johnson Controls, Inc.",US
0090F7,NBASE COMMUNICATIONS LTD.,
009012,"GLOBESPAN SEMICONDUCTOR, INC.",US
00908A,"BAYLY COMMUNICATIONS, INC.",CA
00900E,"HANDLINK TECHNOLOGIES, INC.",TW
001045,Nortel Networks,CA
00107D,"AURORA COMMUNICATIONS, LTD.",AU
001039,Vectron Systems AG,DE
0010B6,ENTRATA COMMUNICATIONS CORP.,US
0090E4,"NEC AMERICA, INC.",US
0090C1,"Peco II, Inc.",US
009040,Siemens Network Convergence LLC,US
009047,GIGA FAST E. LTD.,TW
0090E1,TELENA S.P.A.,IT
0090CB,"Wireless OnLine, Inc.",US
0090B7,"DIGITAL LIGHTWAVE, INC.",US
0090A0,8X8 INC.,US
009032,PELCOMBE GROUP LTD.,GB
00104C,"Teledyne LeCroy, Inc",US
0010CC,CLP COMPUTER LOGISTIK PLANUNG GmbH,DE
001030,EION Inc.,CA
001062,"NX SERVER, ILNC.",US
0010F0,RITTAL-WERK RUDOLF LOH GmbH & Co.,DE
001001,Citel,GB
00105C,QUANTUM DESIGNS (H.K.) LTD.,HK
001075,Segate Technology LLC,US
0010B1,"FOR-A CO., LTD.",JP
0010EE,"CTI PRODUCTS, INC.",US
001041,"BRISTOL BABCOCK, INC.",US
0010AA,"MEDIA4, INC.",US
0010E8,"TELOCITY, INCORPORATED",US
0010A2,TNS,US
001000,"CABLE TELEVISION LABORATORIES, INC.",US
001009,HORANET,FR
0010F8,TEXIO TECHNOLOGY CORPORATION,JP
0010C0,"ARMA, Inc.",US
001002,ACTIA,FR
00105B,NET INSIGHT AB,SE
0010EB,"SELSIUS SYSTEMS, INC.",US
00101D,WINBOND ELECTRONICS CORP.,TW
00109F,"PAVO, INC.",US
001084,K-BOT COMMUNICATIONS,US
0010F9,"UNIQUE SYSTEMS, INC.",CA
0010CF,FIBERLANE COMMUNICATIONS,US
0010A4,XIRCOM,US
0010F1,I-O CORPORATION,US
001057,"Rebel.com, Inc.",CA
001065,RADYNE CORPORATION,US
001066,"ADVANCED CONTROL SYSTEMS, INC.",US
00E09F,PIXEL VISION,US
00E0CC,"HERO SYSTEMS, LTD.",GB
00E080,CONTROL RESOURCES CORPORATION,US
00E004,"PMC-SIERRA, INC.",CA
00E03B,PROMINET CORPORATION,US
00E0F5,TELES AG,DE
00E0D7,"SUNSHINE ELECTRONICS, INC.",US
00E095,ADVANCED-VISION TECHNOLGIES CORP.,TW
00E00E,"AVALON IMAGING SYSTEMS, INC.",US
00E048,"SDL COMMUNICATIONS, INC.",US
00E0CB,"RESON, INC.",US
